age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
45,Private,912466,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,60,United-States,>50K
39,State-gov,23577,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
26,Private,134688,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,35,United-States,<=50K
56,Self-emp-inc,245799,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
34,Private,356800,Bachelors,13,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
62,Federal-gov,467911,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
21,Private,579022,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
48,Private,680133,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
37,Private,791244,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,45,United-States,<=50K
59,State-gov,802355,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
30,Private,913466,Assoc-voc,11,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
51,Private,24577,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,>50K
35,Private,135688,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,0,0,30,United-States,<=50K
63,Private,246799,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,357800,HS-grad,9,Never-married,Sales,Own-child,Other,Female,0,0,20,Mexico,<=50K
46,Federal-gov,468911,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
40,Private,580022,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
57,Self-emp-not-inc,691133,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
29,Private,702244,Bachelors,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,40,Korea,<=50K
68,?,813355,11th,7,Widowed,?,Not-in-family,White,Male,0,0,0,United-States,<=50K
43,Private,924466,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
31,Private,35577,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K
54,Local-gov,146688,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
38,Private,257799,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,368800,Some-college,10,Never-married,Other-service,Own-child,Other,Female,0,0,25,Mexico,<=50K
60,Private,479911,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,35,United-States,<=50K
33,Private,581022,Bachelors,13,Married-civ-spouse,Sales,Wife,Black,Female,0,0,40,United-States,<=50K
70,Private,692133,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,<=50K
27,Private,703244,HS-grad,9,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,40,Japan,<=50K
49,State-gov,814355,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
36,Private,925466,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
58,Federal-gov,36577,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5178,0,40,United-States,>50K
24,Private,147688,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,30,United-States,<=50K
41,Private,258799,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
52,Self-emp-inc,369800,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
28,Private,470911,Bachelors,13,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
64,Private,582022,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,693133,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,35,United-States,<=50K
71,?,704244,7th-8th,4,Widowed,?,Not-in-family,White,Female,0,0,0,United-States,<=50K
26,Private,815355,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Female,0,0,30,Mexico,<=50K
47,Private,926466,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
39,State-gov,37577,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
56,Private,148688,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,259799,Bachelors,13,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,0,0,40,India,<=50K
69,Federal-gov,360800,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,>50K
23,Private,471911,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,25,United-States,<=50K
44,Private,583022,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
50,Local-gov,694133,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
37,Private,705244,HS-grad,9,Married-civ-spouse,Other-service,Wife,Other,Female,0,0,35,Mexico,<=50K
65,Private,816355,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
29,Private,927466,Bachelors,13,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K
53,Self-emp-inc,38577,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
40,Private,149688,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
72,?,250799,9th,5,Widowed,?,Not-in-family,White,Female,0,0,0,United-States,<=50K
25,Private,361800,HS-grad,9,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,40,China,<=50K
48,Private,472911,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,United-States,>50K
34,State-gov,584022,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
61,Private,695133,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,706244,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,35,United-States,<=50K
54,Federal-gov,817355,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
41,Private,928466,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
66,Private,39577,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,25,United-States,<=50K
30,Private,140688,Bachelors,13,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
57,Self-emp-not-inc,251799,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
33,Private,362800,HS-grad,9,Never-married,Other-service,Not-in-family,Other,Female,0,0,30,Mexico,<=50K
73,Private,473911,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,15,United-States,<=50K
26,Private,585022,Bachelors,13,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K
46,Private,696133,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
38,State-gov,707244,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
59,Private,818355,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,929466,Bachelors,13,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,0,0,40,Korea,<=50K
68,Federal-gov,40577,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,>50K
24,Private,151688,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,20,United-States,<=50K
43,Private,262799,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
51,Local-gov,373800,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
36,Private,484911,HS-grad,9,Married-civ-spouse,Other-service,Wife,Other,Female,0,0,35,Mexico,<=50K
63,Private,596022,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,607133,Bachelors,13,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K
52,Self-emp-inc,718244,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,55,United-States,>50K
39,Private,829355,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
70,?,930466,11th,7,Widowed,?,Not-in-family,White,Male,0,0,0,United-States,<=50K
25,Private,41577,HS-grad,9,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
47,Private,152688,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,50,United-States,>50K
34,State-gov,263799,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
60,Private,374800,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,485911,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K
55,Federal-gov,597022,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
42,Private,608133,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
67,Private,719244,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,20,United-States,<=50K
29,Private,820355,Bachelors,13,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,0,0,40,India,<=50K
58,Self-emp-not-inc,931466,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,42577,HS-grad,9,Never-married,Sales,Own-child,Other,Female,0,0,30,Mexico,<=50K
74,Private,153688,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,15,United-States,<=50K
27,Private,264799,Bachelors,13,Never-married,Tech-support,Own-child,Black,Male,0,0,40,United-States,<=50K
45,Private,375800,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
37,State-gov,486911,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
62,Private,598022,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,609133,Bachelors,13,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
69,Federal-gov,720244,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,>50K
24,Private,831355,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,25,United-States,<=50K
44,Private,942466,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
50,Local-gov,53577,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
38,Private,164688,HS-grad,9,Married-civ-spouse,Other-service,Wife,Other,Female,0,0,35,Mexico,<=50K
65,Private,275799,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States,<=50K
31,Private,386800,Bachelors,13,Never-married,Tech-support,Own-child,Black,Female,0,0,40,United-States,<=50K
53,Self-emp-inc,497911,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K
40,Private,509022,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
71,?,610133,9th,5,Widowed,?,Not-in-family,White,Female,0,0,0,United-States,<=50K
26,Private,721244,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,35,China,<=50K
48,Private,832355,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,>50K
35,State-gov,943466,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
61,Private,54577,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,165688,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,35,United-States,<=50K
54,Federal-gov,276799,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
41,Private,387800,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
66,Private,498911,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,20,United-States,<=50K
33,Private,500022,Bachelors,13,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,0,0,40,Korea,<=50K
57,Self-emp-not-inc,611133,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K
36,Private,722244,HS-grad,9,Never-married,Sales,Not-in-family,Other,Female,0,0,30,Mexico,<=50K
73,Private,833355,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,10,United-States,<=50K
27,Private,944466,Bachelors,13,Never-married,Tech-support,Own-child,Black,Female,0,0,40,United-States,<=50K
46,Private,55577,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
39,State-gov,166688,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
59,Private,277799,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,388800,Bachelors,13,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
68,Federal-gov,499911,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,>50K
25,Private,501022,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,20,United-States,<=50K
43,Private,612133,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
51,Local-gov,723244,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
37,Private,834355,HS-grad,9,Married-civ-spouse,Other-service,Wife,Other,Female,0,0,35,Mexico,<=50K
63,Private,945466,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
29,Private,56577,Bachelors,13,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K
52,Self-emp-inc,167688,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,55,United-States,>50K
40,Private,278799,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
70,?,389800,11th,7,Widowed,?,Not-in-family,White,Male,0,0,0,United-States,<=50K
26,Private,490911,HS-grad,9,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
47,Private,502022,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,50,United-States,>50K
34,State-gov,613133,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
60,Private,724244,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,835355,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K
55,Federal-gov,946466,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
42,Private,57577,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
67,Private,168688,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,15,United-States,<=50K
28,Private,279799,Bachelors,13,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Female,0,0,40,India,<=50K
58,Self-emp-not-inc,380800,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,491911,HS-grad,9,Never-married,Sales,Own-child,Other,Female,0,0,30,Mexico,<=50K
74,Private,503022,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,10,United-States,<=50K
27,Private,614133,Bachelors,13,Never-married,Tech-support,Own-child,Black,Male,0,0,40,United-States,<=50K
45,Private,725244,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
38,State-gov,836355,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,State-gov,77516,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,2174,0,40,United-States,<=50K
50,Self-emp-not-inc,83311,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,13,United-States,<=50K
38,Private,215646,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Private,234721,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
28,Private,338409,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,Cuba,<=50K
37,Private,284582,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
49,Private,160187,9th,5,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,16,Jamaica,<=50K
52,Self-emp-not-inc,209642,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
31,Private,45781,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,14084,0,50,United-States,>50K
42,Private,159449,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40,United-States,>50K
37,Private,158278,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,80,United-States,>50K
30,State-gov,141297,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K
23,Private,122272,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
32,Private,205019,Assoc-acdm,12,Never-married,Sales,Not-in-family,Black,Male,0,0,50,United-States,<=50K
40,Private,121772,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
34,Private,245487,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,45,Mexico,<=50K
25,Self-emp-not-inc,176756,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,35,United-States,<=50K
32,Private,186824,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
38,Private,28887,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
43,Self-emp-not-inc,292175,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,>50K
40,Private,193524,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
54,Private,302146,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,20,United-States,<=50K
35,Federal-gov,76845,9th,5,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,<=50K
43,Private,117037,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,109015,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
56,Local-gov,216851,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
19,Private,168294,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
54,State-gov,180211,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,367260,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,80,United-States,<=50K
49,Private,193366,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Local-gov,190709,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,White,Male,0,0,52,United-States,<=50K
20,Private,266015,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,44,United-States,<=50K
45,Private,386940,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Male,15024,0,45,United-States,>50K
30,Federal-gov,59951,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
22,State-gov,311512,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,15,United-States,<=50K
29,Private,162298,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Private,159,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,141839,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
37,Private,129726,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,245338,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,El-Salvador,<=50K
25,Private,172987,12th,8,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
17,Private,109015,10th,6,Never-married,Other-service,Own-child,Black,Male,0,0,12,United-States,<=50K
35,Private,271282,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
48,Self-emp-not-inc,191681,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
64,Self-emp-not-inc,200681,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,96185,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
44,Private,128354,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,4865,0,40,United-States,<=50K
35,Self-emp-not-inc,173681,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
41,State-gov,101603,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,309634,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,115585,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Private,89814,HS-grad,9,Never-married,Sales,Own-child,White,Male,7688,0,40,United-States,<=50K
34,Private,204461,10th,6,Separated,Sales,Own-child,White,Male,0,0,45,United-States,<=50K
25,Private,200681,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
32,Private,297833,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,309917,10th,6,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
43,Self-emp-not-inc,346189,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
40,Private,85019,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
54,Private,302146,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
35,State-gov,76845,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
43,Private,204563,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
59,Private,109015,9th,5,Divorced,Other-service,Not-in-family,White,Female,0,0,8,United-States,<=50K
56,Local-gov,216851,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
19,Private,544091,HS-grad,9,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,<=50K
54,Private,302146,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
39,Private,367260,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
49,Private,193366,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,58,United-States,<=50K
23,Local-gov,190709,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Private,266015,10th,6,Never-married,Sales,Own-child,Black,Male,0,0,24,United-States,<=50K
